song_id,hot
28337,27
68784,27
77258,27
33446,27
40513,27
129725,27
28878,27
25168,27
10823,27
52129,27
9212,27
12549,27
10553,27
84124,27
27453,27
39612,27
21286,27
7735,27
28018,27
28105,27
12715,27
23492,27
59812,27
38102,27
27687,27
40106,27
31797,27
45472,27
81579,27
4469,27
37638,27
29548,27
19335,27
32284,27
36922,27
38925,27
58111,27
11898,27
22243,27
3476,27
9489,27
55725,27
41481,27
4390,27
77165,27
17517,27
12140,27
7790,27
7792,27
11087,27
11926,27
2486,27
16733,27
70242,27
13372,27
56922,27
48412,27
47838,27
32477,27
78028,27
28565,27
15780,27
28489,27
112,27
16913,27
4450,27
10660,27
20684,27
16842,27
71385,27
26144,27
33449,27
28102,27
31468,27
14184,27
20015,27
13869,27
61088,27
61087,27
45661,27
69408,27
61248,27
5662,27
14768,27
13687,27
35252,27
20305,27
13763,27
9890,27
8631,27
1391,27
16598,27
1306,27
4734,27
77752,27
9779,27
25195,27
13348,27
2607,27
12770,27
6427,27
42015,27
264430,27
15968,27
10275,27
12181,27
25398,27
20993,27
275239,27
24545,27
83024,27
65627,27
46034,27
45273,27
5440,27
4991,27
42966,27
7016,27
55451,27
188853,27
33335,27
10059,27
8822,27
53671,27
25049,27
53230,27
74480,27
68539,27
16729,27
24180,27
33691,27
19802,27
34866,27
12519,27
15861,27
52802,27
265110,27
3035,27
82835,27
48021,27
57837,27
101689,27
31701,27
32515,27
43267,27
73716,27
24708,27
50821,27
51014,27
50067,27
59521,27
11521,27
36575,27
33394,27
58018,27
62350,27
48903,27
44054,27
12998,27
71653,27
56275,27
37117,27
239503,27
13001,27
6035,27
82234,27
81766,27
12843,27
50145,27
40667,27
77058,27
270686,27
1818,27
33920,27
63355,27
209699,27
41865,27
18919,27
10709,26
174119,26
29354,26
29253,26
37025,26
81406,26
11386,26
78842,26
47495,26
20601,26
53130,26
29471,26
32392,26
32214,26
25780,26
82042,26
36789,26
43454,26
56119,26
8160,26
13871,26
31030,26
17307,26
44530,26
34032,26
19239,26
8979,26
22336,26
74767,26
24412,26
6623,26
24596,26
20020,26
29911,26
65739,26
93487,26
20279,26
12858,26
63526,26
37981,26
203210,26
20335,26
17451,26
6330,26
18873,26
25097,26
4144,26
13422,26
12533,26
13503,26
31473,26
24349,26
70868,26
27623,26
17970,26
9857,26
31774,26
52547,26
84724,26
37406,26
14810,26
43242,26
11399,26
46884,26
48710,26
2623,26
37262,26
81680,26
20085,26
84559,26
27258,26
43786,26
13096,26
68304,26
32703,26
35357,26
58144,26
71138,26
17227,26
11680,26
11729,26
19960,26
52117,26
37999,26
69689,26
2541,26
17135,26
31997,26
31441,26
21381,26
10929,26
25106,26
38432,26
50186,26
63337,26
48473,26
67846,26
51527,26
49428,26
31743,26
27060,26
43251,26
18663,26
51888,26
49456,26
6661,26
45494,26
20500,26
62893,26
13850,26
54231,26
40253,26
50810,26
80419,26
160604,26
61098,26
66372,26
42927,26
42920,26
21699,26
12321,26
120034,26
5775,26
256312,26
35549,26
19257,26
21403,26
4577,26
65566,26
69243,26
46657,26
11998,26
28358,26
295994,26
34941,26
48464,26
11305,26
42509,26
5853,26
57057,26
29281,26
16419,26
11276,26
7912,26
12579,26
62403,26
21086,26
53538,26
8333,26
53367,26
53362,26
24491,26
17860,26
34347,26
59602,26
70091,26
59526,26
27257,26
6072,26
10874,26
24676,26
21591,26
60002,26
72373,26
11782,26
17584,26
45890,26
33771,26
291555,26
49191,26
26406,26
44852,26
44855,26
38642,26
39590,26
4609,26
6738,26
43370,26
43371,26
32541,26
50158,26
19198,26
40021,26
11972,26
37746,26
64124,26
14229,26
20567,26
30637,26
36102,26
26849,26
19274,26
19272,26
8935,26
15358,26
3967,26
21736,26
65326,26
27489,26
314143,26
45836,26
223398,26
7573,26
162513,26
9673,26
41731,26
24345,26
24348,26
63300,26
32818,26
36224,26
12739,26
291566,26
49184,26
11328,26
5100,26
18590,26
173338,26
1523,26
33712,26
27330,26
39297,26
43289,26
42062,26
33062,26
32678,26
37758,26
26191,26
1473,26
19664,26
5369,26
7251,26
29168,26
21614,26
6812,26
17351,26
12202,26
82289,26
25698,26
34459,26
62637,26
40636,26
18104,26
36998,26
4276,26
25173,26
82598,26
38487,26
40484,26
45396,26
38317,26
1722,26
5243,26
22164,26
23762,26
22413,26
82872,26
29203,26
28557,26
17726,26
272015,26
37092,26
38030,26
61617,26
69191,26
977,26
972,26
18310,26
18315,26
1661,26
35338,26
8153,26
71613,26
37214,26
115450,26
29920,26
49842,26
53842,26
64467,26
5751,26
91034,26
34057,26
39063,26
2054,26
14745,26
20367,26
60166,26
77112,26
95758,26
56745,26
38498,26
15208,26
295266,26
87164,26
2494,26
44249,26
22038,26
38273,26
15855,26
49527,26
38819,26
24101,26
28441,26
22406,26
48154,26
5280,26
11349,26
59810,26
21756,26
12009,26
211663,26
80218,26
19477,26
21162,26
28961,26
27951,26
62680,26
32283,26
39957,26
1021,26
18010,26
30588,26
36691,26
253052,26
16067,26
29599,26
48856,26
22424,26
77244,26
27215,26
39825,26
46737,26
66001,26
40659,26
27886,26
87699,26
56380,26
310567,26
30947,26
39607,26
39606,26
20856,26
23743,26
10298,26
16477,26
42454,26
23465,26
298963,26
15622,26
44818,26
40117,26
7431,26
12190,26
2405,26
40961,26
21931,26
184292,26
21873,26
14662,26
1688,26
10447,26
8945,26
34233,26
29909,26
19636,26
271906,26
33280,26
33286,26
41424,26
41420,26
48093,26
12356,26
27225,26
15313,26
12866,26
7170,26
9128,26
27893,26
41490,26
47104,26
24808,26
26541,26
302761,26
19815,26
30974,26
39531,26
7759,26
47965,26
87794,26
19171,26
8240,26
23829,26
18210,26
29752,26
20498,26
54460,26
2656,26
29792,26
275237,26
33389,26
32779,26
8694,26
92131,26
107188,26
46037,26
9430,26
56180,26
22895,26
33643,26
246869,26
23071,26
27234,26
27231,26
19933,26
12870,26
25366,26
52145,26
7163,26
17105,26
63156,26
1382,26
4126,26
25275,26
139940,26
9762,26
28418,26
57979,26
211356,26
42474,26
32499,26
39372,26
23834,26
31627,26
35815,26
79780,26
59144,26
20797,26
98821,26
11525,26
27180,26
1709,26
40041,26
24861,26
4805,26
43040,26
27964,26
47300,26
30711,26
1517,26
1287,26
86601,26
49644,26
2246,26
8915,26
257726,26
77588,26
41623,26
160942,26
11056,26
16706,25
18896,25
13892,25
57908,25
37594,25
47943,25
12751,25
47493,25
44581,25
51005,25
49494,25
260076,25
42326,25
28662,25
28661,25
54230,25
126100,25
52319,25
22546,25
4584,25
42602,25
57907,25
24418,25
41598,25
36961,25
21242,25
63414,25
24595,25
41413,25
30709,25
29914,25
17764,25
44094,25
1299,25
25062,25
9525,25
38360,25
55642,25
41520,25
56862,25
21468,25
48266,25
38870,25
34768,25
5882,25
3344,25
21510,25
18014,25
15881,25
18909,25
264,25
7765,25
61744,25
29718,25
28047,25
32882,25
32570,25
20670,25
49449,25
30499,25
31290,25
42704,25
42271,25
26393,25
14622,25
43817,25
17317,25
44030,25
68732,25
32357,25
9668,25
9466,25
37923,25
27173,25
89764,25
45328,25
3560,25
25840,25
34540,25
34548,25
66779,25
5626,25
48215,25
46543,25
46540,25
17132,25
17445,25
10283,25
161288,25
25935,25
28514,25
17047,25
91961,25
9071,25
27539,25
54847,25
42409,25
255105,25
53587,25
20370,25
31745,25
36716,25
14120,25
39265,25
67027,25
35860,25
49451,25
31161,25
14917,25
14170,25
27747,25
47383,25
7387,25
68294,25
8061,25
12255,25
44553,25
13129,25
34016,25
42664,25
26112,25
40355,25
98071,25
29604,25
5097,25
71438,25
19547,25
19504,25
19501,25
46367,25
52380,25
77506,25
256314,25
32014,25
12583,25
49152,25
2559,25
48655,25
63322,25
517,25
21104,25
76852,25
39428,25
39423,25
195099,25
38636,25
40898,25
2779,25
16415,25
49271,25
28751,25
59865,25
61717,25
43713,25
126066,25
24911,25
8242,25
20491,25
29855,25
28170,25
97898,25
64454,25
13846,25
75893,25
16025,25
13130,25
15340,25
56377,25
45080,25
54359,25
16110,25
66591,25
71426,25
19511,25
162457,25
162454,25
21599,25
35637,25
20647,25
55556,25
233109,25
499,25
2046,25
57451,25
2413,25
19125,25
12665,25
1904,25
15745,25
294378,25
30411,25
25067,25
40882,25
28351,25
31217,25
61904,25
244020,25
39306,25
45236,25
23842,25
65873,25
13191,25
2792,25
139791,25
84939,25
80137,25
18139,25
10327,25
47729,25
23024,25
25682,25
30063,25
8362,25
7079,25
10402,25
21734,25
39238,25
25879,25
23526,25
34721,25
293742,25
4025,25
30348,25
19133,25
9020,25
20879,25
59217,25
48750,25
32049,25
40933,25
28082,25
32276,25
57657,25
5396,25
28762,25
76700,25
37753,25
23674,25
58811,25
30166,25
19312,25
36439,25
62707,25
18076,25
7254,25
42751,25
22346,25
41071,25
2173,25
5573,25
91317,25
48363,25
16134,25
2218,25
35473,25
46989,25
25174,25
10817,25
43619,25
14563,25
45392,25
17052,25
25031,25
158048,25
21574,25
2903,25
54140,25
312164,25
11109,25
17176,25
33945,25
49537,25
27443,25
34714,25
7998,25
48656,25
16105,25
29333,25
78438,25
12309,25
18744,25
27021,25
11587,25
978,25
29186,25
28772,25
13968,25
21172,25
236573,25
54548,25
51061,25
26959,25
13273,25
13278,25
24942,25
33426,25
74883,25
45161,25
61430,25
21781,25
36871,25
13048,25
33673,25
72386,25
13993,25
19593,25
22252,25
43171,25
9571,25
39061,25
50100,25
40621,25
14742,25
271483,25
21913,25
99482,25
21567,25
15094,25
239299,25
18956,25
49521,25
9713,25
24553,25
34309,25
11021,25
32466,25
84296,25
15984,25
265603,25
54446,25
36801,25
46126,25
12008,25
32250,25
18779,25
36746,25
47240,25
31501,25
13144,25
30187,25
424,25
43015,25
20453,25
96490,25
21203,25
54670,25
34384,25
64411,25
1541,25
25739,25
43162,25
16290,25
62267,25
9884,25
11621,25
16648,25
24633,25
55998,25
218647,25
37781,25
6596,25
63223,25
25295,25
16248,25
221,25
40369,25
23275,25
12861,25
22604,25
39528,25
27968,25
82354,25
64702,25
5290,25
29096,25
53820,25
8654,25
78414,25
21020,25
14925,25
1837,25
37490,25
65061,25
24576,25
34325,25
50309,25
28615,25
23965,25
41336,25
33250,25
305277,25
43558,25
52260,25
47659,25
34431,25
57127,25
197909,25
10890,25
2319,25
17631,25
23299,25
7176,25
38214,25
19682,25
8322,25
41499,25
23298,25
50983,25
34614,25
40455,25
25833,25
9238,25
61496,25
34007,25
25263,25
13551,25
18933,25
250,25
46841,25
9770,25
40515,25
19178,25
76675,25
21030,25
2788,25
54762,25
49354,25
11559,25
34293,25
41533,25
41323,25
38003,25
33471,25
36954,25
19353,25
116394,25
72191,25
31458,25
44464,25
32191,25
6000,25
10058,25
88768,25
57472,25
34530,25
39800,25
1133,25
60054,25
10120,25
34789,25
70711,25
191845,25
32881,25
70459,25
25276,25
10687,25
97773,25
23446,25
47481,25
35812,25
29276,25
27181,25
17828,25
19763,25
295287,25
73505,25
237170,25
22329,25
45209,25
43041,25
30716,25
34116,25
16056,25
256348,25
1285,25
14468,25
9144,25
27879,25
18867,25
52529,25
41781,25
111765,25
83887,25
23582,25
16339,25
52616,25
48519,25
265109,24
29353,24
10928,24
12755,24
3622,24
18600,24
37634,24
52924,24
31596,24
42036,24
7540,24
38774,24
48702,24
40815,24
8787,24
31261,24
46166,24
56540,24
26381,24
14655,24
19773,24
20097,24
8162,24
20116,24
38594,24
6119,24
11406,24
24996,24
46744,24
25867,24
34560,24
39165,24
20380,24
29629,24
43483,24
54309,24
8404,24
14422,24
6386,24
43975,24
286979,24
65734,24
35560,24
32032,24
25063,24
75543,24
14477,24
4195,24
23589,24
13755,24
41572,24
89500,24
89509,24
22112,24
25117,24
3341,24
14503,24
13423,24
36890,24
2565,24
27507,24
39243,24
65895,24
162564,24
53605,24
20703,24
20704,24
57914,24
57919,24
84080,24
42416,24
21803,24
37055,24
4035,24
69360,24
73730,24
60825,24
70225,24
2624,24
17806,24
1760,24
72093,24
61785,24
37665,24
14342,24
9669,24
56752,24
29637,24
30774,24
62203,24
43960,24
21681,24
19531,24
42622,24
3563,24
68703,24
98469,24
51113,24
86189,24
5629,24
47037,24
52116,24
41552,24
89531,24
18803,24
49580,24
46802,24
46804,24
17493,24
137873,24
41232,24
51525,24
47405,24
28076,24
19072,24
38947,24
27067,24
21816,24
80209,24
12660,24
33050,24
14084,24
28242,24
33153,24
36401,24
23849,24
30793,24
68298,24
18033,24
34195,24
21184,24
92174,24
57542,24
63802,24
5400,24
161093,24
3828,24
271955,24
44343,24
64364,24
32156,24
313539,24
54503,24
72484,24
14595,24
203370,24
9192,24
60428,24
39651,24
58458,24
20959,24
18473,24
12650,24
49673,24
5166,24
66333,24
34998,24
14834,24
16412,24
11272,24
64764,24
4108,24
14118,24
73597,24
62168,24
6657,24
42721,24
42256,24
28175,24
18043,24
51719,24
1743,24
31007,24
32585,24
24273,24
71693,24
25303,24
30099,24
10025,24
20245,24
27583,24
38824,24
11977,24
6950,24
9292,24
37566,24
48456,24
291559,24
73824,24
74328,24
1906,24
3127,24
63923,24
63929,24
40887,24
8717,24
26291,24
11264,24
41992,24
88493,24
26313,24
36738,24
23417,24
7292,24
50349,24
79597,24
100713,24
37749,24
47791,24
45539,24
45530,24
5378,24
20561,24
39232,24
18130,24
5371,24
94668,24
50839,24
46097,24
53347,24
30064,24
32136,24
2389,24
24665,24
158055,24
33501,24
6230,24
34725,24
49570,24
5039,24
162515,24
7712,24
50490,24
40989,24
13466,24
21894,24
60854,24
54877,24
31672,24
31678,24
198104,24
58500,24
12274,24
29751,24
2286,24
19002,24
131991,24
5212,24
14173,24
1657,24
62469,24
4520,24
60329,24
28398,24
20900,24
37226,24
30199,24
24727,24
28157,24
18075,24
31416,24
54269,24
10708,24
68348,24
77262,24
25329,24
14750,24
48367,24
259451,24
16136,24
16135,24
147225,24
27302,24
14567,24
52620,24
294408,24
9599,24
21576,24
17035,24
49163,24
51833,24
31957,24
34718,24
46970,24
29200,24
78282,24
7816,24
52977,24
3105,24
76805,24
76806,24
47448,24
43204,24
54435,24
8779,24
2685,24
78520,24
4133,24
55540,24
35075,24
61724,24
51060,24
97206,24
65773,24
44687,24
33424,24
42750,24
66280,24
29154,24
11747,24
19595,24
8858,24
32064,24
61263,24
21300,24
11634,24
11635,24
32119,24
57337,24
28871,24
45998,24
19871,24
4175,24
23520,24
9217,24
58703,24
18184,24
102713,24
49092,24
25569,24
69208,24
154807,24
39517,24
41915,24
11029,24
2424,24
11346,24
19112,24
19114,24
27721,24
7586,24
5916,24
10496,24
12447,24
20764,24
44663,24
44662,24
12005,24
24075,24
44239,24
213242,24
41267,24
37637,24
16128,24
66534,24
58838,24
7372,24
1020,24
33294,24
39249,24
45658,24
9560,24
9568,24
47064,24
34497,24
39983,24
33583,24
54051,24
55720,24
68558,24
170747,24
43982,24
3225,24
10834,24
24630,24
65516,24
15841,24
18940,24
169970,24
23234,24
58585,24
58586,24
53480,24
32969,24
25107,24
44721,24
48168,24
27158,24
26361,24
23462,24
172988,24
69323,24
257053,24
19069,24
36081,24
30459,24
40962,24
6779,24
7946,24
24577,24
14148,24
10446,24
28977,24
42637,24
20440,24
27132,24
27130,24
19638,24
7001,24
71116,24
10485,24
37139,24
11838,24
16074,24
19577,24
14449,24
30023,24
13688,24
13682,24
144047,24
16654,24
10137,24
10960,24
11613,24
11611,24
16656,24
1393,24
28235,24
58482,24
25836,24
9232,24
10272,24
33761,24
100414,24
24081,24
31902,24
39635,24
7493,24
29420,24
11410,24
62922,24
31631,24
314912,24
20780,24
14919,24
21924,24
21928,24
18713,24
11292,24
67151,24
28603,24
61062,24
29051,24
44514,24
44512,24
42629,24
27287,24
25666,24
43033,24
20475,24
31816,24
51770,24
38130,24
4304,24
97972,24
6858,24
17620,24
1136,24
24034,24
33242,24
21769,24
10795,24
83931,24
1223,24
18407,24
11148,24
18925,24
26559,24
24177,24
39621,24
11880,24
16046,24
41928,24
37031,24
15603,24
264428,24
30574,24
11920,24
57803,24
63612,24
52361,24
35694,24
112190,24
14298,24
13381,24
3767,24
34541,24
11282,24
19762,24
7236,24
57492,24
9445,24
46029,24
26918,24
44155,24
4803,24
4804,24
48950,24
46796,24
55448,24
22882,24
10061,24
16050,24
47196,24
34525,24
89015,24
38376,24
33570,24
20325,24
113164,24
9780,24
9781,24
57056,24
54975,24
9353,24
41620,24
21521,24
46862,23
20868,23
61044,23
31768,23
48015,23
23698,23
44715,23
35401,23
19153,23
52920,23
15670,23
53009,23
63625,23
13214,23
32985,23
23168,23
32213,23
18738,23
47206,23
10757,23
11809,23
37674,23
58932,23
13263,23
47760,23
11407,23
97563,23
48960,23
9415,23
19608,23
9990,23
9994,23
56205,23
29623,23
24598,23
7032,23
44442,23
28810,23
24704,23
7142,23
59192,23
9929,23
66499,23
18710,23
22111,23
78239,23
34843,23
31878,23
25672,23
27621,23
12476,23
38617,23
30422,23
106998,23
334506,23
6707,23
24221,23
44590,23
45747,23
44149,23
15509,23
81681,23
7393,23
5324,23
63060,23
44936,23
6082,23
17589,23
52304,23
48322,23
85740,23
33363,23
16177,23
17225,23
34136,23
28804,23
19883,23
20263,23
59003,23
10521,23
27855,23
16180,23
74174,23
18431,23
67946,23
11073,23
85238,23
26428,23
26422,23
20881,23
20712,23
270569,23
32918,23
12074,23
2769,23
32894,23
50026,23
317230,23
47923,23
11205,23
35039,23
106290,23
50247,23
206626,23
34226,23
35724,23
17870,23
24504,23
14635,23
40757,23
51272,23
56135,23
30610,23
62300,23
119014,23
31018,23
31014,23
13124,23
71661,23
40352,23
38173,23
52384,23
14419,23
12838,23
52100,23
14186,23
54033,23
17145,23
8396,23
10910,23
30152,23
33829,23
9411,23
12041,23
49279,23
7280,23
947,23
59868,23
16950,23
31177,23
124677,23
17864,23
38963,23
39209,23
33245,23
11792,23
42192,23
34065,23
10331,23
24788,23
57559,23
9449,23
71907,23
30759,23
20073,23
55484,23
36605,23
12317,23
10026,23
19516,23
60349,23
49149,23
9184,23
12478,23
95656,23
1041,23
60209,23
22666,23
41745,23
144686,23
18458,23
63315,23
32805,23
49197,23
209999,23
18695,23
70696,23
60319,23
18240,23
3085,23
39592,23
44656,23
8718,23
31219,23
43374,23
213275,23
27044,23
54912,23
35192,23
53038,23
50711,23
29742,23
53452,23
76692,23
81647,23
21091,23
28388,23
73501,23
34476,23
79941,23
68077,23
7242,23
18131,23
64447,23
30639,23
13835,23
58068,23
336,23
26071,23
40275,23
51198,23
51656,23
7133,23
31331,23
63456,23
33210,23
54342,23
33986,23
71414,23
70,23
40499,23
7620,23
33504,23
41564,23
16399,23
18977,23
169986,23
5037,23
46969,23
162512,23
59260,23
261709,23
9300,23
16489,23
56918,23
32817,23
29793,23
70948,23
7803,23
3112,23
5972,23
24317,23
60953,23
64142,23
30464,23
2695,23
53922,23
14506,23
54458,23
18280,23
60040,23
31113,23
12922,23
46078,23
63674,23
28399,23
4950,23
8546,23
5459,23
48879,23
23036,23
25691,23
60011,23
42893,23
21483,23
231870,23
16133,23
27493,23
26728,23
70752,23
20348,23
23108,23
40481,23
20549,23
148220,23
23553,23
10564,23
48547,23
39259,23
25573,23
3078,23
23216,23
22167,23
46971,23
1318,23
2060,23
41339,23
40067,23
79352,23
7811,23
9032,23
24322,23
47687,23
12037,23
12036,23
32247,23
59923,23
6753,23
6755,23
134304,23
7968,23
35078,23
47273,23
29183,23
13902,23
100753,23
13964,23
28203,23
6145,23
53197,23
13271,23
20914,23
57802,23
136512,23
286677,23
52476,23
36161,23
25706,23
8182,23
10782,23
25024,23
4894,23
24479,23
10582,23
16129,23
2200,23
272605,23
55219,23
45993,23
14556,23
1273,23
22690,23
25818,23
7609,23
10290,23
21569,23
58705,23
37321,23
6799,23
22033,23
24102,23
27458,23
5016,23
260353,23
28445,23
39519,23
57125,23
57943,23
226937,23
16469,23
37557,23
41917,23
27805,23
22720,23
32462,23
37287,23
9004,23
85839,23
7429,23
47699,23
45479,23
23906,23
334484,23
18776,23
71745,23
78931,23
88518,23
11454,23
21678,23
51359,23
4463,23
43192,23
12139,23
30181,23
24125,23
34720,23
21200,23
58114,23
29141,23
8561,23
30313,23
96445,23
35230,23
46967,23
22241,23
72276,23
13695,23
17288,23
74100,23
101850,23
5723,23
25823,23
21557,23
13625,23
53536,23
53533,23
63224,23
24098,23
91699,23
49555,23
10198,23
13316,23
30949,23
111311,23
16479,23
60626,23
2453,23
70912,23
53823,23
80019,23
47460,23
15785,23
76669,23
306542,23
20985,23
31250,23
110519,23
17969,23
66396,23
33037,23
37627,23
84547,23
44500,23
76365,23
76364,23
6681,23
7002,23
58104,23
62408,23
8573,23
8001,23
29587,23
32007,23
71523,23
47070,23
15311,23
66071,23
7171,23
5586,23
67263,23
48353,23
21778,23
9899,23
239380,23
23297,23
52306,23
23644,23
34680,23
30469,23
69423,23
60921,23
265161,23
9773,23
39637,23
25194,23
233159,23
4783,23
4780,23
83990,23
34925,23
36261,23
12779,23
36318,23
22709,23
18628,23
16835,23
18984,23
65167,23
22620,23
14911,23
20994,23
31244,23
8210,23
36762,23
78691,23
96932,23
44511,23
29522,23
60366,23
36906,23
30723,23
46286,23
13012,23
32192,23
59912,23
6003,23
16044,23
30867,23
50526,23
22389,23
27230,23
79832,23
7160,23
8332,23
45029,23
45027,23
68884,23
239399,23
16723,23
26768,23
258404,23
16266,23
39549,23
80868,23
37584,23
49742,23
174425,23
27775,23
27776,23
60805,23
24366,23
61651,23
23838,23
28914,23
40131,23
49461,23
35385,23
33166,23
53129,23
54470,23
25843,23
36452,23
55108,23
40768,23
15113,23
10574,23
41080,23
39185,23
41291,23
24985,23
23585,23
39907,23
62758,23
61109,23
43905,23
54296,23
34115,23
66820,23
253180,23
3509,23
14466,23
19907,23
74503,23
18079,23
95612,23
1377,23
20078,23
11050,23
84168,23
49642,23
46861,22
23512,22
18562,22
38606,22
29257,22
6475,22
31070,22
85367,22
79244,22
16814,22
42038,22
28711,22
85004,22
11939,22
48708,22
31144,22
30480,22
51092,22
35741,22
21903,22
15087,22
23783,22
29825,22
21297,22
101916,22
22822,22
37777,22
37771,22
102747,22
12186,22
22981,22
58949,22
29959,22
41596,22
43520,22
37207,22
259852,22
54711,22
16144,22
9682,22
19899,22
53420,22
82226,22
72700,22
55339,22
55331,22
55330,22
66020,22
30016,22
10538,22
20332,22
6782,22
64235,22
38878,22
34767,22
12529,22
39775,22
6963,22
9976,22
4149,22
11043,22
95111,22
32404,22
2560,22
24050,22
29348,22
30424,22
14994,22
68121,22
29712,22
29145,22
16864,22
73738,22
51581,22
72835,22
40802,22
73168,22
44263,22
20084,22
30593,22
50459,22
65799,22
34003,22
50746,22
8138,22
26817,22
95595,22
43064,22
54768,22
3999,22
43517,22
63465,22
14695,22
38145,22
97800,22
6396,22
24696,22
48881,22
20261,22
67890,22
40597,22
33907,22
19358,22
268041,22
80943,22
21505,22
63333,22
4151,22
14820,22
36710,22
76935,22
16873,22
70562,22
51598,22
20661,22
12912,22
53158,22
69125,22
45492,22
21968,22
28166,22
55171,22
7265,22
51276,22
28640,22
65235,22
129341,22
28901,22
19210,22
19217,22
27240,22
20435,22
14703,22
47357,22
43501,22
76778,22
33239,22
76515,22
221982,22
68264,22
45776,22
288600,22
32150,22
10017,22
24688,22
73353,22
47164,22
19972,22
55620,22
52104,22
13672,22
49051,22
74169,22
39650,22
9508,22
86075,22
22764,22
25231,22
41855,22
26416,22
29230,22
5954,22
52847,22
83667,22
28347,22
13313,22
2772,22
18673,22
945,22
21129,22
46055,22
6651,22
124670,22
36381,22
65162,22
21957,22
31431,22
43404,22
62296,22
7278,22
1742,22
13843,22
26080,22
64183,22
42651,22
56602,22
19998,22
56378,22
67390,22
61570,22
5559,22
30096,22
62186,22
56237,22
29619,22
50074,22
31562,22
134956,22
12319,22
90929,22
162453,22
7657,22
40502,22
13664,22
2524,22
258793,22
30909,22
319569,22
148861,22
76860,22
5112,22
60311,22
24306,22
5761,22
308763,22
12053,22
29723,22
43373,22
7290,22
213338,22
61700,22
8584,22
33077,22
50715,22
37743,22
47790,22
17709,22
146953,22
20568,22
37686,22
10718,22
8048,22
42160,22
26075,22
37895,22
36940,22
53349,22
61563,22
7135,22
47272,22
39233,22
16104,22
2227,22
46220,22
70761,22
28854,22
2383,22
43605,22
51879,22
25021,22
32311,22
19951,22
19953,22
2936,22
101760,22
6233,22
46532,22
97143,22
34724,22
22155,22
12323,22
79066,22
34967,22
37220,22
34884,22
55621,22
11000,22
44846,22
15759,22
18255,22
39406,22
48760,22
42163,22
55829,22
57858,22
75508,22
15142,22
43288,22
24263,22
29013,22
49404,22
63673,22
25624,22
36577,22
63888,22
23684,22
34444,22
28150,22
76590,22
81276,22
51241,22
22853,22
29162,22
50415,22
75281,22
16003,22
26066,22
107134,22
40263,22
35627,22
39848,22
135676,22
30072,22
39137,22
20355,22
26729,22
17577,22
26886,22
40482,22
34329,22
9594,22
9592,22
9209,22
33510,22
10568,22
13525,22
11103,22
238328,22
25572,22
33249,22
24130,22
55882,22
90698,22
100516,22
37545,22
15602,22
90247,22
23488,22
77658,22
45281,22
8278,22
52975,22
41338,22
38666,22
31786,22
154730,22
90646,22
12038,22
32243,22
37363,22
16978,22
56419,22
39284,22
18816,22
34264,22
18314,22
81115,22
22930,22
46903,22
72925,22
61377,22
36016,22
75461,22
33422,22
71614,22
43003,22
42756,22
21568,22
61148,22
33300,22
33305,22
30658,22
13046,22
43170,22
22359,22
35654,22
21302,22
24477,22
5563,22
21491,22
55719,22
4269,22
45073,22
334503,22
26737,22
57332,22
69516,22
10822,22
27947,22
22573,22
22698,22
37848,22
38301,22
21566,22
21563,22
56809,22
22032,22
16740,22
234,22
58413,22
4003,22
16460,22
48153,22
28108,22
41914,22
24035,22
38730,22
10497,22
42595,22
31794,22
21014,22
97306,22
46121,22
44236,22
69027,22
901,22
159662,22
15680,22
16765,22
42087,22
42082,22
20150,22
1670,22
17414,22
10616,22
332288,22
13022,22
33457,22
40330,22
21207,22
20553,22
29666,22
60558,22
28137,22
12381,22
253053,22
11769,22
19571,22
25738,22
40203,22
19248,22
4881,22
39824,22
47061,22
63569,22
50176,22
30058,22
5595,22
34021,22
10433,22
45316,22
35459,22
17513,22
55202,22
101659,22
56995,22
56387,22
34800,22
293290,22
66319,22
25554,22
5069,22
31738,22
49395,22
55032,22
47836,22
11355,22
48594,22
19060,22
16787,22
27697,22
35835,22
20637,22
82694,22
23793,22
30458,22
31253,22
101000,22
36325,22
55169,22
54068,22
5241,22
31517,22
31516,22
42568,22
13905,22
44501,22
44071,22
49943,22
15001,22
17208,22
50011,22
61457,22
38106,22
61120,22
52451,22
12353,22
12679,22
32706,22
109012,22
33254,22
68899,22
68914,22
26870,22
47105,22
94528,22
52677,22
24083,22
26629,22
58430,22
38716,22
47473,22
27919,22
68040,22
12185,22
28328,22
259016,22
49350,22
46108,22
57615,22
24543,22
71006,22
19493,22
17328,22
52334,22
57017,22
21251,22
14273,22
48949,22
47312,22
39147,22
80029,22
7317,22
7017,22
38131,22
8425,22
43912,22
37109,22
32197,22
3511,22
3514,22
57294,22
15304,22
25895,22
61254,22
27237,22
9903,22
13777,22
46594,22
46590,22
69894,22
55588,22
23659,22
27688,22
31004,22
42860,22
12513,22
48293,22
33862,22
74233,22
5048,22
38571,22
180162,22
28590,22
63087,22
61958,22
18634,22
19146,22
60803,22
41194,22
28913,22
38700,22
11928,22
20796,22
252792,22
32999,22
6619,22
2087,22
57605,22
18705,22
73062,22
11281,22
51116,22
40763,22
88548,22
40042,22
101308,22
62498,22
42741,22
6798,22
65636,22
8963,22
32334,22
14249,22
43537,22
30712,22
17201,22
50912,22
16053,22
40545,22
19902,22
25391,22
345575,22
50126,22
7151,22
20327,22
62173,22
70999,22
12439,22
257688,22
